country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Norway,NOR,13-11-2021,7995368,4220581,3774787,188,3326,146.28,77.22,69.06,609,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Pakistan,PAK,13-11-2021,,,,,1042951,,,,4631,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
Panama,PAN,13-11-2021,5506289,2988215,2394051,13670,5304,125.67,68.2,54.64,1211,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://vacunas.panamasolidario.gob.pa/vacunometro
Peru,PER,13-11-2021,37772743,20929917,16481538,125781,184464,113.23,62.74,49.41,5530,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion
Philippines,PHL,13-11-2021,,,,,775142,,,,6980,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Poland,POL,13-11-2021,,,,,59982,,,,1587,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Qatar,QAT,13-11-2021,,,,,3300,,,,1126,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
Romania,ROU,13-11-2021,13704556,,6793023,93228,76961,71.65,,35.51,4024,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Russia,RUS,13-11-2021,113186687,60561971,50991092,881678,637882,77.57,41.51,34.95,4372,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saint Lucia,LCA,13-11-2021,,,,,254,,,,1377,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.covid19response.lc/
Saint Vincent and the Grenadines,VCT,13-11-2021,,,,,378,,,,3397,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/SVGHEALTH/photos/a.872174376176320/5047661741960875/
Samoa,WSM,13-11-2021,,,,,1170,,,,5846,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Saudi Arabia,SAU,13-11-2021,46672541,24388956,21976248,35514,54883,132.06,69.01,62.18,1553,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.moh.gov.sa/
Scotland,OWID_SCT,13-11-2021,9435979,4327340,3924870,33154,34394,172.63,79.17,71.81,6292,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Serbia,SRB,13-11-2021,,,,,26178,,,,3810,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/
Seychelles,SYC,13-11-2021,,,,,354,,,,3579,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Slovakia,SVK,13-11-2021,4871686,2545561,2326125,2561,4421,89.21,46.62,42.6,810,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,13-11-2021,2339438,1208104,1131334,1516,2763,112.54,58.12,54.42,1329,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/en/stats
Somalia,SOM,13-11-2021,964433,589128,564612,,34098,5.9,3.6,3.45,2084,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
South Africa,ZAF,13-11-2021,23911466,16220848,13375972,79098,116510,39.82,27.02,22.28,1940,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
South Korea,KOR,13-11-2021,81615095,41964729,40104283,207214,267769,159.08,81.79,78.17,5219,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
Spain,ESP,13-11-2021,,,,,152017,,,,3252,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211116.ods
Sri Lanka,LKA,13-11-2021,29479610,15857906,13621704,,25998,137.13,73.77,63.36,1209,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_virus_report/sitrep-sl-en-16-11_10_21_1.pdf
Suriname,SUR,13-11-2021,463793,253691,210102,88,926,78.37,42.87,35.5,1565,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Government of Suriname,https://laatjevaccineren.sr/
Sweden,SWE,13-11-2021,,,,,106630,,,,10495,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,13-11-2021,11322500,5787801,5626863,12137,14970,129.91,66.41,64.56,1718,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Syria,SYR,13-11-2021,,,,,14404,,,,788,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/
Taiwan,TWN,13-11-2021,,,,,200493,,,,8405,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Thailand,THA,13-11-2021,84094565,45069302,36281904,773944,653799,120.22,64.43,51.87,9347,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/vaccine-covid19/getFiles/9/1637119591756.pdf
Tonga,TON,13-11-2021,,,,,776,,,,7269,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Trinidad and Tobago,TTO,13-11-2021,1258523,631871,626652,2537,2511,89.68,45.03,44.65,1789,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://experience.arcgis.com/experience/59226cacd2b441c7a939dca13f832112/
Tunisia,TUN,13-11-2021,9833267,5818681,4762715,41577,39017,82.38,48.75,39.9,3269,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.facebook.com/santetunisie.rns.tn/posts/259870602850076
Turkey,TUR,13-11-2021,118302677,55810636,49594716,83507,141565,139.11,65.63,58.32,1665,"Pfizer/BioNTech, Sinovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Uganda,UGA,13-11-2021,,,,,101094,,,,2145,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Ukraine,UKR,13-11-2021,20853504,12187559,8686625,145241,227750,47.98,28.04,19.98,5240,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
United Arab Emirates,ARE,13-11-2021,,,,,28997,,,,2902,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,13-11-2021,109213829,50559566,46010861,519837,435173,160.12,74.13,67.46,6380,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
United States,USA,13-11-2021,443009805,227545172,193923090,903774,1194221,131.72,67.66,57.66,3551,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccination-trends
Uruguay,URY,13-11-2021,6694552,2771762,2634383,61,5535,192.09,79.53,75.59,1588,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Uzbekistan,UZB,13-11-2021,29454296,15390593,,317724,269721,86.79,45.35,,7948,"Moderna, Oxford/AstraZeneca, Sputnik V, ZF2001",Government of Uzbekistan,https://coronavirus.uz/uz/lists
Vanuatu,VUT,13-11-2021,,,,,1216,,,,3867,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Vietnam,VNM,13-11-2021,98930571,64322087,34608484,1098813,1329981,100.78,65.52,35.25,13548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Vietnam,https://www.moh.gov.vn:443/web/guest/tin-tong-hop/-/asset_publisher/k206Q9qkZOqn/content/ngay-16-11-co-9-650-ca-mac-covid-19-tai-59-tinh-thanh-tang-hon-1-000-ca-so-voi-hom-qua
Wales,OWID_WLS,13-11-2021,5361917,2458058,2252724,15693,16501,169.15,77.54,71.06,5205,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Wallis and Futuna,WLF,13-11-2021,,,,,17,,,,1532,Moderna,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Yemen,YEM,13-11-2021,,,,,15349,,,,503,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/
Zambia,ZMB,13-11-2021,,,,,5176,,,,274,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Government of Zambia,https://rtc-planning.maps.arcgis.com/apps/dashboards/3b3a01c1d8444932ba075fb44b119b63
Zimbabwe,ZWE,13-11-2021,6155370,3462939,2692431,25012,21192,40.79,22.95,17.84,1404,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd
Afghanistan,AFG,14-11-2021,4018197,3530173,3188609,,36635,10.09,8.86,8,920,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Albania,ALB,14-11-2021,2000104,1047822,924194,,7565,69.62,36.47,32.17,2633,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-2000104-vaksinime/
Argentina,ARG,14-11-2021,63017438,35801814,27340092,222337,194965,138.18,78.5,59.95,4275,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.argentina.gob.ar/coronavirus/vacuna/aplicadas
Aruba,ABW,14-11-2021,,,,,80,,,,746,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,14-11-2021,37695740,19563025,17872077,61317,133177,146.17,75.86,69.3,5164,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Austria,AUT,14-11-2021,12269134,6119246,5742506,38817,67943,135.67,67.67,63.5,7513,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/data/COVID19_vaccination_doses_timeline.csv
Azerbaijan,AZE,14-11-2021,10092423,5022350,4480614,30231,29942,98.72,49.13,43.83,2929,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az
Bahrain,BHR,14-11-2021,2827533,1183775,1148496,4676,3858,161.73,67.71,65.69,2207,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Bangladesh,BGD,14-11-2021,84319490,51510392,32809098,481545,1251732,50.7,30.97,19.73,7527,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Directorate General of Health Services,http://103.247.238.92/webportal/pages/covid19-vaccination-update.php
Barbados,BRB,14-11-2021,284409,151799,132610,491,572,98.85,52.76,46.09,1988,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/photo?fbid=257008643132011&set=a.248616513971224
Belgium,BEL,14-11-2021,16980705,8768750,8624271,5,4997,145.98,75.38,74.14,430,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Brazil,BRA,14-11-2021,296865258,162313446,127854186,,2595170,138.73,75.85,59.75,12127,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://qsprod.saude.gov.br/extensions/DEMAS_C19_Vacina_V2/DEMAS_C19_Vacina_v2.html
Brunei,BRN,14-11-2021,680757,381106,299651,7179,5719,154.18,86.31,67.87,12953,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.moh.gov.bn/Lists/Latest%20news/NewDispForm.aspx?ID=1100&Source=http%3A%2F%2Fwww%2Emoh%2Egov%2Ebn%2FLists%2FLatest%2520news%2FAllItems%2Easpx&ContentTypeId=0x0104009A3003A09F8D6E42981D262E322516A2
Bulgaria,BGR,14-11-2021,3070018,,1623014,4874,14921,44.51,,23.53,2164,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Cambodia,KHM,14-11-2021,28231176,14051925,13203848,1000,27089,166.59,82.92,77.92,1599,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://www.facebook.com/MinistryofHealthofCambodia/photos/a.930887636950343/4587195707986166/
Canada,CAN,14-11-2021,59539750,30050442,28670105,27243,64125,156.4,78.94,75.31,1684,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Chile,CHL,14-11-2021,39131808,16704272,15732382,1840,148794,203.68,86.95,81.89,7745,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministerio de Ciencia, Tecnología, Conocimiento e Innovación",https://github.com/MinCiencia/Datos-COVID19
China,CHN,14-11-2021,2389568000,,,7435000,8406000,165.46,,,5820,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202111/806a0ebc9df947b7b2ec43a45d88b8c1.shtml
Colombia,COL,14-11-2021,51821798,33376996,22940295,,354253,101.08,65.11,44.75,6910,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
Comoros,COM,14-11-2021,476350,278152,198198,,2158,53.62,31.31,22.31,2429,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Costa Rica,CRI,14-11-2021,,,,,20740,,,,4036,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Cote d'Ivoire,CIV,14-11-2021,3687408,2566786,1120622,,30255,13.63,9.49,4.14,1118,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Croatia,HRV,14-11-2021,3852323,2048628,1859418,6610,21141,94.38,50.19,45.56,5180,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Cuba,CUB,14-11-2021,27424183,10086396,8679636,139995,142941,242.32,89.12,76.69,12630,"Abdala, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Czechia,CZE,14-11-2021,12787769,6418774,6189404,8565,36624,119.24,59.85,57.71,3415,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,14-11-2021,8902032,4518373,4429309,,5136,153.13,77.72,76.19,883,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
Dominican Republic,DOM,14-11-2021,13569866,6819570,5467873,3868,21135,123.88,62.26,49.92,1929,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/
El Salvador,SLV,14-11-2021,8888705,4380340,3978938,,21866,136.36,67.2,61.04,3354,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
England,OWID_ENG,14-11-2021,91814801,42448508,38590118,206979,372953,162.36,75.06,68.24,6595,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Equatorial Guinea,GNQ,14-11-2021,,,,,424,,,,292,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Estonia,EST,14-11-2021,1459560,816024,774935,456,1509,110.14,61.58,58.48,1139,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
Ethiopia,ETH,14-11-2021,,,,,4183,,,,35,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/FMoHealth/status/1460670087279558658
Fiji,FJI,14-11-2021,,,,,1617,,,,1791,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Finland,FIN,14-11-2021,8223747,4257247,3966500,,6705,148.22,76.73,71.49,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
France,FRA,14-11-2021,101217484,51536435,46405334,13353,157783,149.81,76.28,68.68,2335,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
French Polynesia,PYF,14-11-2021,,,,,592,,,,2095,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Gabon,GAB,14-11-2021,,,,,2009,,,,882,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Gambia,GMB,14-11-2021,267644,236470,222526,,48,10.76,9.51,8.95,19,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Georgia,GEO,14-11-2021,,,,,6651,,,,1671,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Germany,DEU,14-11-2021,114993441,58269316,56179209,46947,251588,137.06,69.45,66.96,2999,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,14-11-2021,94019,40786,39815,1001,349,279.06,121.06,118.18,10359,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1460586396742262785
Greece,GRC,14-11-2021,13212743,6798355,6464917,3269,44361,127.4,65.55,62.34,4278,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Guatemala,GTM,14-11-2021,9174307,5568125,3606182,21937,49764,50.27,30.51,19.76,2727,"Moderna, Oxford/AstraZeneca",Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guernsey,GGY,14-11-2021,,,,,31,,,,489,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Guinea-Bissau,GNB,14-11-2021,,,,,9651,,,,4788,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Guyana,GUY,14-11-2021,,,,,1987,,,,2514,"Oxford/AstraZeneca, Sputnik V",Ministry of Health,https://www.facebook.com/mohguyana/photos/a.1505704143066460/2732105440426318/
Hong Kong,HKG,14-11-2021,9191702,4673389,4475477,11808,13494,121.7,61.88,59.26,1787,"Pfizer/BioNTech, Sinovac",Government of Hong Kong,https://www.covidvaccine.gov.hk/en/dashboard
Hungary,HUN,14-11-2021,,5999516,5774158,,37132,,62.27,59.93,3854,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-8-ezer-beoltott-10-265-az-uj-fertozott-elhunyt-178-beteg
Iceland,ISL,14-11-2021,,,,,1265,,,,3684,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,14-11-2021,1122889436,752662221,370227215,3709083,5678164,80.59,54.02,26.57,4075,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
Indonesia,IDN,14-11-2021,214445104,130283345,84161759,1316828,1477854,77.6,47.14,30.45,5348,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://vaksin.kemkes.go.id/#/vaccines
